"MEAS","ELEMENT","pct","err"
"355","Rb","0.0070","0.00020"
"355","Sr","0.0052","0.00017"
"355","Zn","0.0045","0.00056"
"355","Pb","0.0045","0.00044"
"355","Cu","0.0044","0.00078"
"355","Ta","0.0044","0.00161"
"355","Sb","0.0043","0.00127"
"355","Th","0.0020","0.00022"
"355","Hg","0.0017","0.00049"
"355","Mo","0.0011","0.00025"
"356","Si","32.2117","0.03927"
"356","Al","8.1943","0.03970"
"356","K","1.7296","0.05886"
"356","Fe","1.2389","0.00942"
"356","Ti","1.1772","0.00323"
"356","P","1.0401","0.01027"
"356","Ca","0.3217","0.00176"
"356","Mg","0.3068","0.09936"
"356","V","0.2120","0.00153"
"356","Zr","0.0755","0.00040"
"356","Cr","0.0353","0.00508"
"356","Mn","0.0122","0.00274"
"356","Nb","0.0070","0.00019"
"356","Rb","0.0064","0.00017"
"356","Ta","0.0047","0.00128"
"356","Sr","0.0040","0.00013"
"356","Pb","0.0039","0.00036"
"356","Zn","0.0034","0.00043"
"356","Th","0.0024","0.00019"
"356","Hg","0.0013","0.00040"
"357","Si","32.4317","0.03860"
"357","Al","8.2068","0.03902"
"357","K","1.7029","0.05897"
"357","Ti","1.1963","0.00320"
"357","Fe","1.1887","0.00908"
"357","P","1.0720","0.01029"
"357","Ca","0.3239","0.00174"
"357","V","0.2052","0.00149"
"357","Zr","0.0744","0.00039"
"357","Ba","0.0202","0.00307"
"357","Mn","0.0139","0.00280"
"357","Nb","0.0068","0.00019"
"357","Rb","0.0064","0.00016"
"357","Sb","0.0045","0.00106"
"357","Ta","0.0045","0.00131"
"357","Sr","0.0040","0.00013"
"357","Pb","0.0038","0.00035"
"357","Hg","0.0025","0.00042"
"357","Th","0.0019","0.00018"
"358","Si","31.3319","0.03261"
"358","Al","10.1389","0.03646"
"358","Ti","1.3333","0.00273"
"358","Fe","1.1614","0.00728"
"358","K","1.0449","0.04381"
"358","P","0.8901","0.00792"
"358","Ca","0.1927","0.00114"
"358","Zr","0.0829","0.00033"
"358","Cr","0.0340","0.00421"
"358","Mn","0.0110","0.00220"
"358","Nb","0.0070","0.00015"
"358","Ta","0.0054","0.00106"
"358","Zn","0.0041","0.00035"
"358","Pb","0.0039","0.00028"
"358","Sr","0.0036","0.00010"
"358","Rb","0.0032","0.00011"
"358","Th","0.0017","0.00015"
"358","Hg","0.0009","0.00029"
"358","As","0.0003","0.00013"
"359","Si","31.6023","0.03279"
"359","Al","9.9602","0.03630"
"359","Ti","1.3667","0.00278"
"359","Fe","1.1617","0.00735"
"359","K","1.1222","0.04454"
"359","P","0.7415","0.00742"
"359","Ca","0.1775","0.00112"
"359","Zr","0.0871","0.00034"
"359","Nb","0.0073","0.00015"
"359","Mn","0.0059","0.00230"
"359","Ta","0.0051","0.00108"
"359","Pb","0.0036","0.00029"
"359","Sr","0.0033","0.00010"
"359","Zn","0.0033","0.00035"
"359","Rb","0.0030","0.00011"
"359","Th","0.0017","0.00015"
"359","Hg","0.0006","0.00031"
"360","Si","31.3776","0.03421"
"360","Al","9.7466","0.03774"
"360","Ti","1.3906","0.00295"
"360","K","1.2909","0.04767"
"360","Fe","1.2763","0.00810"
"360","P","0.8886","0.00834"
"360","Ca","0.2360","0.00131"
"360","Zr","0.0890","0.00036"
"360","Mn","0.0160","0.00252"
"360","Nb","0.0070","0.00017"
"360","Ta","0.0053","0.00116"
"360","Pb","0.0043","0.00032"
"360","Zn","0.0040","0.00039"
"360","Sr","0.0039","0.00011"
"360","Rb","0.0035","0.00012"
"360","Th","0.0019","0.00016"
"360","Hg","0.0010","0.00033"
"361","Si","32.7875","0.03709"
"361","Al","8.9745","0.03891"
"361","K","1.4300","0.05287"
"361","Fe","1.1299","0.00819"
"361","Ti","1.0495","0.00279"
"361","Ca","0.4663","0.00186"
"361","P","0.4097","0.00686"
"361","V","0.2006","0.00136"
"361","Zr","0.0370","0.00026"
"361","Sr","0.0075","0.00014"
"361","Nb","0.0064","0.00017"
"361","Mn","0.0058","0.00252"
"361","Rb","0.0053","0.00014"
"361","Zn","0.0046","0.00041"
"361","Ta","0.0045","0.00116"
"361","Pb","0.0041","0.00033"
"361","Th","0.0024","0.00018"
"361","Hg","0.0008","0.00036"
"362","Si","32.8619","0.03581"
"362","Al","9.1789","0.03770"
"362","K","1.2960","0.04892"
"362","Fe","1.0887","0.00771"
"362","Ti","1.0589","0.00268"
"362","Ca","0.4329","0.00173"
"362","P","0.3019","0.00594"
"362","Zr","0.0362","0.00025"
"362","Mn","0.0093","0.00241"
"362","Sr","0.0070","0.00013"
"362","Nb","0.0059","0.00016"
"362","Ta","0.0054","0.00113"
"362","Rb","0.0049","0.00013"
"362","Pb","0.0046","0.00031"
"362","Zn","0.0034","0.00037"
"362","Th","0.0021","0.00016"
"363","Si","32.7164","0.03518"
"363","Al","9.4674","0.03748"
"363","K","1.2901","0.04735"
"363","Fe","1.0493","0.00741"
"363","Ti","1.0466","0.00261"
"363","Ca","0.3770","0.00159"
"363","P","0.2677","0.00561"
"363","Zr","0.0361","0.00024"
"363","Mn","0.0085","0.00228"
"363","Nb","0.0060","0.00016"
"363","Sr","0.0057","0.00012"
"363","Ni","0.0050","0.00066"
"363","Rb","0.0049","0.00013"
"363","Pb","0.0042","0.00031"
"363","Ta","0.0040","0.00106"
"363","Zn","0.0034","0.00036"
"363","Co","0.0032","0.00095"
"363","Th","0.0018","0.00016"
"364","Si","27.8532","0.03415"
"364","Al","8.8689","0.03929"
"364","Fe","8.5551","0.02103"
"364","K","1.4531","0.04679"
"364","Ti","0.8959","0.00247"
"364","Ca","0.7295","0.00215"
"364","P","0.6024","0.00725"
"364","Mg","0.2140","0.10250"
"364","V","0.2117","0.00130"
"364","Mn","0.1211","0.00393"
"364","Ba","0.0573","0.00382"
"364","Zr","0.0490","0.00036"
"364","Cr","0.0337","0.00452"
"364","Zn","0.0129","0.00064"
"364","Rb","0.0106","0.00022"
"364","Ni","0.0101","0.00111"
"364","Sr","0.0078","0.00017"
"364","Cu","0.0058","0.00077"
"364","Nb","0.0052","0.00021"
"364","Ta","0.0051","0.00156"
"364","Pb","0.0048","0.00045"
"364","Th","0.0021","0.00023"
"365","Si","27.6704","0.03519"
"365","Al","8.8637","0.04061"
"365","Fe","8.4396","0.02166"
"365","K","1.5402","0.04879"
"365","Ti","0.8656","0.00251"
"365","Ca","0.7375","0.00224"
"365","P","0.5923","0.00744"
"365","Mg","0.5032","0.10680"
"365","V","0.2111","0.00135"
"365","Mn","0.1196","0.00405"
"365","Ba","0.0634","0.00410"
"365","Zr","0.0495","0.00037"
"365","Cr","0.0340","0.00481"
"365","Zn","0.0141","0.00071"
"365","Rb","0.0101","0.00023"
"365","Ni","0.0100","0.00117"
"365","Sr","0.0075","0.00018"
"365","Cu","0.0054","0.00084"
"365","Co","0.0053","0.00127"
"365","Nb","0.0048","0.00022"
"365","Pb","0.0043","0.00046"
"365","Th","0.0021","0.00025"
"365","Cl","0.0000","0.00000"
"366","Si","30.5107","0.03407"
"366","Al","7.6291","0.03524"
"366","Fe","6.9195","0.01824"
"366","K","1.3248","0.04388"
"366","Ti","0.7280","0.00217"
"366","Ca","0.5759","0.00187"
"366","P","0.4264","0.00620"
"366","Mg","0.2734","0.09379"
"366","Ba","0.0523","0.00326"
"366","Zr","0.0446","0.00031"
"366","Mn","0.0397","0.00267"
"366","Zn","0.0107","0.00055"
"366","Ni","0.0078","0.00088"
"366","Rb","0.0078","0.00019"
"366","Sr","0.0056","0.00015"
"366","Co","0.0055","0.00100"
"366","Ta","0.0043","0.00134"
"366","Nb","0.0042","0.00018"
"366","Pb","0.0027","0.00036"
"366","Th","0.0023","0.00021"
"366","Hg","0.0010","0.00041"
"367","Si","30.7554","0.03743"
"367","Al","8.4756","0.03993"
"367","Fe","4.8596","0.01720"
"367","K","1.6523","0.05117"
"367","Ca","1.0958","0.00280"
"367","Ti","0.8071","0.00254"
"367","P","0.1979","0.00550"
"367","Ba","0.0904","0.00362"
"367","Zr","0.0410","0.00032"
"367","Cr","0.0353","0.00483"
"367","Mn","0.0239","0.00286"
"367","Sr","0.0121","0.00020"
"367","Rb","0.0087","0.00020"
"367","Zn","0.0076","0.00055"
"367","Ni","0.0070","0.00098"
"367","Nb","0.0054","0.00019"
"367","Cu","0.0044","0.00073"
"367","Pb","0.0035","0.00038"
"367","Th","0.0024","0.00021"
"367","Hg","0.0010","0.00042"
"368","Si","28.2902","0.03956"
"368","Al","8.8410","0.04505"
"368","Fe","6.7646","0.02236"
"368","K","2.1120","0.05830"
"368","Ca","1.3203","0.00333"
"368","Ti","0.9435","0.00300"
"368","Mg","0.5932","0.12233"
"368","P","0.2574","0.00644"
"368","V","0.2039","0.00154"
"368","Ba","0.1170","0.00458"
"368","Zr","0.0561","0.00043"
"368","Mn","0.0501","0.00381"
"368","Cr","0.0374","0.00578"
"368","Sr","0.0162","0.00027"
"368","Rb","0.0114","0.00027"
"368","Zn","0.0113","0.00074"
"368","Ni","0.0103","0.00126"
"368","Cu","0.0071","0.00095"
"368","Nb","0.0064","0.00026"
"368","Ta","0.0052","0.00190"
"368","Pb","0.0046","0.00051"
"368","Sb","0.0044","0.00148"
"368","Th","0.0029","0.00029"
"368","Hg","0.0014","0.00056"
"369","Si","28.6610","0.04261"
"369","Al","8.4345","0.04754"
"369","Fe","6.4738","0.02365"
"369","K","2.3571","0.06597"
"369","Ca","1.4317","0.00374"
"369","Ti","0.8787","0.00315"
"369","Mg","0.6546","0.13783"
"369","P","0.2635","0.00711"
"369","V","0.2218","0.00174"
"369","Ba","0.1115","0.00480"
"369","Zr","0.0503","0.00044"
"369","Mn","0.0275","0.00390"
"369","Sr","0.0157","0.00028"
"369","Ni","0.0136","0.00130"
"369","Zn","0.0130","0.00078"
"369","Rb","0.0112","0.00028"
"369","Cu","0.0071","0.00092"
"369","Ta","0.0060","0.00182"
"369","Nb","0.0060","0.00026"
"369","Sb","0.0047","0.00151"
"369","Pb","0.0047","0.00056"
"369","Th","0.0031","0.00030"
"370","Si","31.0407","0.03751"
"370","Al","8.9168","0.04054"
"370","Fe","4.1530","0.01587"
"370","K","1.5236","0.05256"
"370","Ti","0.8648","0.00261"
"370","Ca","0.6450","0.00219"
"370","Mg","0.3573","0.10434"
"370","V","0.2205","0.00143"
"370","P","0.0987","0.00492"
"370","Ba","0.0553","0.00406"
"370","Cr","0.0415","0.00559"
"370","Zr","0.0412","0.00032"
"370","Mn","0.0140","0.00317"
"370","Ni","0.0118","0.00106"
"370","Rb","0.0112","0.00022"
"370","Cu","0.0106","0.00082"
"370","Zn","0.0100","0.00060"
"370","Sr","0.0098","0.00019"
"370","Nb","0.0055","0.00021"
"370","Ta","0.0053","0.00155"
"370","Pb","0.0043","0.00044"
"370","Th","0.0028","0.00023"
"371","Si","30.7018","0.03850"
"371","Al","8.5847","0.04141"
"371","Fe","5.1991","0.01829"
"371","K","1.6632","0.05486"
"371","Ti","0.7637","0.00254"
"371","Ca","0.6469","0.00226"
"371","Mg","0.2935","0.11067"
"371","V","0.2362","0.00152"
"371","P","0.1200","0.00526"
"371","Ba","0.0581","0.00431"
"371","Cr","0.0494","0.00539"
"371","Zr","0.0406","0.00034"
"371","Mn","0.0212","0.00320"
"371","Ni","0.0117","0.00115"
"371","Rb","0.0115","0.00024"
"371","Cu","0.0109","0.00090"
"371","Sr","0.0107","0.00021"
"371","Zn","0.0101","0.00065"
"371","Ta","0.0060","0.00171"
"371","Sb","0.0058","0.00144"
"371","Nb","0.0057","0.00023"
"371","Pb","0.0048","0.00049"
"371","Th","0.0027","0.00026"
"372","Si","30.9874","0.03872"
"372","Al","8.7797","0.04170"
"372","Fe","4.3188","0.01674"
"372","K","1.6799","0.05531"
"372","Ti","0.8069","0.00262"
"372","Ca","0.6585","0.00229"
"372","Mg","0.3805","0.11025"
"372","V","0.2215","0.00149"
"372","P","0.1079","0.00520"
"372","Ba","0.0528","0.00396"
"372","Zr","0.0376","0.00032"
"372","Cr","0.0355","0.00548"
"372","Mn","0.0188","0.00325"
"372","Zn","0.0105","0.00063"
"372","Sr","0.0094","0.00019"
"372","Cu","0.0094","0.00087"
"372","Rb","0.0093","0.00021"
"372","Ni","0.0083","0.00110"
"372","Ta","0.0063","0.00169"
"372","Sb","0.0049","0.00133"
"372","Nb","0.0047","0.00022"
"372","Pb","0.0040","0.00042"
"372","Th","0.0024","0.00023"
"372","Hg","0.0011","0.00046"
"373","Si","28.9220","0.03746"
"373","Al","12.0652","0.04655"
"373","Fe","3.3356","0.01431"
"373","K","1.4461","0.05801"
"373","Ti","0.7700","0.00252"
"373","S","0.4852","0.00470"
"373","P","0.2282","0.00642"
"373","Ca","0.1079","0.00116"
"373","Zr","0.0498","0.00034"
"373","Cr","0.0407","0.00499"
"373","Mn","0.0098","0.00269"
"373","Pb","0.0081","0.00045"
"373","Rb","0.0079","0.00018"
"373","Ta","0.0064","0.00147"
"373","Cu","0.0062","0.00072"
"373","Zn","0.0047","0.00050"
"373","Nb","0.0045","0.00020"
"373","Th","0.0025","0.00021"
"373","Hg","0.0022","0.00045"
"373","Sr","0.0020","0.00012"
"373","Tl","0.0008","0.00037"
"373","Se","0.0004","0.00016"
"374","Si","28.7074","0.03980"
"374","Al","11.4945","0.04908"
"374","Fe","4.0449","0.01696"
"374","K","1.8965","0.06646"
"374","Ti","0.7871","0.00276"
"374","S","0.5204","0.00512"
"374","P","0.2250","0.00702"
"374","V","0.2045","0.00158"
"374","Ca","0.1258","0.00134"
"374","Zr","0.0452","0.00036"
"374","Cr","0.0396","0.00556"
"374","Ba","0.0298","0.00403"
"374","Mn","0.0108","0.00309"
"374","Rb","0.0093","0.00022"
"374","Pb","0.0077","0.00051"
"374","Zn","0.0060","0.00060"
"374","Nb","0.0051","0.00023"
"374","Ta","0.0051","0.00168"
"374","Sb","0.0049","0.00143"
"374","Cu","0.0040","0.00079"
"374","Th","0.0032","0.00026"
"374","Sr","0.0025","0.00014"
"374","Hg","0.0021","0.00053"
"374","As","0.0006","0.00024"
"375","Si","28.2279","0.03881"
"375","Al","11.9770","0.04889"
"375","Fe","4.2269","0.01691"
"375","K","1.7529","0.06345"
"375","Ti","0.7992","0.00270"
"375","S","0.5616","0.00507"
"375","P","0.2261","0.00680"
"375","V","0.2035","0.00153"
"375","Ca","0.1225","0.00128"
"375","Zr","0.0474","0.00036"
"375","Cr","0.0333","0.00547"
"375","Ba","0.0263","0.00390"
"375","Mn","0.0113","0.00307"
"375","Rb","0.0090","0.00021"
"375","Pb","0.0082","0.00049"
"375","Ta","0.0066","0.00156"
"375","Nb","0.0059","0.00022"
"375","Zn","0.0058","0.00055"
"375","Sb","0.0050","0.00138"
"375","Sr","0.0035","0.00014"
"375","Hg","0.0030","0.00051"
"375","Th","0.0029","0.00024"
"376","Si","32.9551","0.03438"
"376","Al","8.6344","0.03533"
"376","Ti","1.6567","0.00319"
"376","Fe","1.3736","0.00831"
"376","K","1.3131","0.04808"
"376","P","0.1221","0.00477"
"376","Ca","0.0831","0.00093"
"376","Zr","0.0649","0.00032"
"376","Cr","0.0393","0.00433"
"376","Mn","0.0133","0.00221"
"376","Nb","0.0097","0.00018"
"376","Pb","0.0094","0.00039"
"376","Sr","0.0066","0.00013"
"376","Ta","0.0044","0.00110"
"376","Th","0.0028","0.00018"
"376","Hg","0.0022","0.00037"
"376","Rb","0.0019","0.00011"
"377","Si","32.7615","0.03740"
"377","Al","8.5980","0.03859"
"377","Ti","1.6841","0.00352"
"377","K","1.5752","0.05535"
"377","Fe","1.4947","0.00955"
"377","V","0.2110","0.00142"
"377","P","0.1283","0.00537"
"377","Ca","0.0924","0.00107"
"377","Zr","0.0683","0.00036"
"377","Mn","0.0102","0.00264"
"377","Nb","0.0100","0.00021"
"377","Pb","0.0100","0.00044"
"377","Sr","0.0071","0.00015"
"377","Ta","0.0067","0.00124"
"377","Zn","0.0032","0.00040"
"377","Th","0.0025","0.00021"
"377","Rb","0.0021","0.00013"
"377","Hg","0.0021","0.00041"
"377","As","0.0004","0.00018"
"378","Si","32.6697","0.03649"
"378","Al","8.7971","0.03795"
"378","Ti","1.7132","0.00346"
"378","K","1.5024","0.05269"
"378","Fe","1.3935","0.00899"
"378","V","0.2121","0.00138"
"378","P","0.1318","0.00517"
"378","Ca","0.0931","0.00103"
"378","Zr","0.0704","0.00035"
"378","Mn","0.0140","0.00253"
"378","Pb","0.0104","0.00042"
"378","Nb","0.0098","0.00020"
"378","Sr","0.0075","0.00015"
"378","Ta","0.0066","0.00118"
"378","Co","0.0052","0.00109"
"378","Th","0.0029","0.00020"
"378","Rb","0.0021","0.00012"
"378","Hg","0.0021","0.00039"
"378","Mo","0.0014","0.00020"
"378","Se","0.0003","0.00013"
"379","Si","32.8653","0.03476"
"379","Al","8.6576","0.03598"
"379","Fe","3.0997","0.01225"
"379","K","1.2345","0.04910"
"379","Ti","0.5569","0.00195"
"379","V","0.2062","0.00127"
"379","P","0.1230","0.00488"
"379","Ca","0.1140","0.00103"
"379","Zr","0.0409","0.00027"
"379","Ba","0.0237","0.00295"
"379","Mn","0.0104","0.00259"
"379","Zn","0.0079","0.00046"
"379","Rb","0.0074","0.00016"
"379","Pb","0.0046","0.00034"
"379","Nb","0.0039","0.00017"
"379","Sr","0.0037","0.00012"
"379","Ta","0.0036","0.00122"
"379","Th","0.0016","0.00018"
"379","Hg","0.0013","0.00036"
"380","Si","32.2464","0.03503"
"380","Al","9.1846","0.03735"
"380","Fe","3.3228","0.01282"
"380","K","1.2250","0.04951"
"380","Ti","0.5651","0.00198"
"380","V","0.2060","0.00128"
"380","P","0.1327","0.00497"
"380","Ca","0.1141","0.00104"
"380","Zr","0.0456","0.00029"
"380","Ba","0.0294","0.00298"
"380","Mn","0.0094","0.00259"
"380","Rb","0.0082","0.00017"
"380","Zn","0.0081","0.00047"
"380","Pb","0.0054","0.00035"
"380","Nb","0.0039","0.00017"
"380","Sr","0.0038","0.00012"
"380","Ta","0.0037","0.00123"
"380","Th","0.0017","0.00018"
"380","Hg","0.0009","0.00035"
"381","Si","32.0864","0.03538"
"381","Al","9.2832","0.03790"
"381","Fe","3.2593","0.01288"
"381","K","1.3181","0.05004"
"381","Ti","0.6014","0.00206"
"381","V","0.2162","0.00132"
"381","P","0.1419","0.00504"
"381","Ca","0.1183","0.00107"
"381","Zr","0.0452","0.00029"
"381","Cr","0.0362","0.00442"
"381","Ba","0.0234","0.00298"
"381","Mn","0.0143","0.00255"
"381","Rb","0.0081","0.00017"
"381","Zn","0.0073","0.00048"
"381","Pb","0.0051","0.00036"
"381","Ta","0.0040","0.00131"
"381","Nb","0.0038","0.00018"
"381","Sr","0.0036","0.00012"
"381","Th","0.0018","0.00018"
"381","Hg","0.0011","0.00037"
"382","Si","31.0036","0.03540"
"382","Al","9.9986","0.03977"
"382","Fe","3.5215","0.01357"
"382","K","1.2646","0.05287"
"382","Ti","0.6178","0.00212"
"382","S","0.2781","0.00399"
"382","V","0.2110","0.00135"
"382","P","0.1821","0.00565"
"382","Ca","0.1128","0.00109"
"382","Zr","0.0497","0.00031"
"382","Cr","0.0378","0.00486"
"382","Ba","0.0220","0.00335"
"382","Zn","0.0095","0.00053"
"382","Mn","0.0085","0.00272"
"382","Rb","0.0080","0.00018"
"382","Pb","0.0056","0.00039"
"382","Ta","0.0051","0.00140"
"382","Cu","0.0047","0.00067"
"382","Nb","0.0041","0.00019"
"382","Sr","0.0032","0.00012"
"382","Hg","0.0027","0.00043"
"382","Th","0.0021","0.00020"
"383","Si","31.6472","0.03522"
"383","Al","9.3917","0.03829"
"383","Fe","3.3770","0.01313"
"383","K","1.2954","0.05253"
"383","Ti","0.5950","0.00207"
"383","S","0.2429","0.00388"
"383","V","0.2026","0.00132"
"383","P","0.1899","0.00563"
"383","Ca","0.1134","0.00108"
"383","Zr","0.0482","0.00030"
"383","Ba","0.0324","0.00303"
"383","Cr","0.0302","0.00455"
"383","Zn","0.0093","0.00050"
"383","Mn","0.0083","0.00250"
"383","Rb","0.0074","0.00017"
"383","Pb","0.0059","0.00037"
"383","Cu","0.0054","0.00061"
"383","Nb","0.0044","0.00018"
"383","Ta","0.0044","0.00124"
"383","Sr","0.0034","0.00012"
"383","Hg","0.0024","0.00040"
"383","Th","0.0020","0.00020"
"384","Si","31.3486","0.03597"
"384","Al","9.6660","0.03963"
"384","Fe","3.3480","0.01343"
"384","K","1.4088","0.05361"
"384","Ti","0.6001","0.00213"
"384","S","0.2181","0.00391"
"384","V","0.2113","0.00137"
"384","P","0.2044","0.00579"
"384","Ca","0.1158","0.00111"
"384","Zr","0.0526","0.00032"
"384","Ba","0.0224","0.00307"
"384","Zn","0.0095","0.00050"
"384","Rb","0.0081","0.00018"
"384","Mn","0.0064","0.00262"
"384","Ta","0.0063","0.00129"
"384","Pb","0.0050","0.00037"
"384","Cu","0.0047","0.00062"
"384","Nb","0.0045","0.00018"
"384","Sr","0.0029","0.00012"
"384","Hg","0.0025","0.00039"
"384","Th","0.0024","0.00019"
"385","Si","28.3127","0.03853"
"385","Al","11.8765","0.04825"
"385","Fe","4.1323","0.01664"
"385","K","1.7458","0.06245"
"385","Ti","0.7520","0.00262"
"385","S","0.7145","0.00532"
"385","P","0.2706","0.00703"
"385","Ca","0.1148","0.00125"
"385","Zr","0.0427","0.00034"
"385","Cr","0.0316","0.00561"
"385","Ba","0.0307","0.00368"
"385","Rb","0.0084","0.00021"
"385","Zn","0.0069","0.00058"
"385","Pb","0.0064","0.00047"
"385","Nb","0.0053","0.00022"
"385","Ta","0.0048","0.00162"
"385","Sb","0.0044","0.00131"
"385","Cu","0.0044","0.00078"
"385","Hg","0.0025","0.00051"
"385","Th","0.0025","0.00023"
"385","Sr","0.0021","0.00013"
"386","Si","28.4095","0.04120"
"386","Al","11.2768","0.05072"
"386","Fe","4.5986","0.01887"
"386","K","1.9599","0.06934"
"386","Ti","0.7552","0.00283"
"386","S","0.7174","0.00572"
"386","P","0.2701","0.00760"
"386","V","0.2052","0.00166"
"386","Ca","0.1323","0.00141"
"386","Zr","0.0427","0.00038"
"386","Cr","0.0354","0.00577"
"386","Ba","0.0280","0.00420"
"386","Mn","0.0108","0.00319"
"386","Rb","0.0085","0.00023"
"386","Zn","0.0075","0.00062"
"386","Ta","0.0070","0.00167"
"386","Pb","0.0070","0.00052"
"386","Cu","0.0065","0.00082"
"386","Nb","0.0053","0.00025"
"386","Sb","0.0047","0.00149"
"386","Hg","0.0028","0.00055"
"386","Sr","0.0023","0.00015"
"386","Th","0.0022","0.00027"
"386","Mo","0.0013","0.00028"
"387","Si","27.4194","0.04157"
"387","Al","11.8210","0.05294"
"387","Fe","5.0897","0.02036"
"387","K","2.1553","0.07067"
"387","Ti","0.8150","0.00299"
"387","S","0.8025","0.00597"
"387","P","0.2704","0.00769"
"387","V","0.2080","0.00170"
"387","Ca","0.1397","0.00146"
"387","Zr","0.0452","0.00040"
"387","Ba","0.0333","0.00449"
"387","Cr","0.0325","0.00606"
"387","Mn","0.0120","0.00349"
"387","Rb","0.0097","0.00025"
"387","Pb","0.0087","0.00058"
"387","Cu","0.0085","0.00094"
"387","Zn","0.0078","0.00068"
"387","Nb","0.0063","0.00027"
"387","Ta","0.0058","0.00183"
"387","Ni","0.0057","0.00114"
"387","Hg","0.0034","0.00063"
"387","Th","0.0027","0.00028"
"387","Sr","0.0023","0.00015"
"388","Si","32.6238","0.03441"
"388","Al","7.9960","0.03468"
"388","Fe","3.3943","0.01289"
"388","K","1.2787","0.04692"
"388","Ti","0.9606","0.00248"
"388","Ca","0.3115","0.00145"
"388","P","0.3069","0.00574"
"388","V","0.2101","0.00127"
"388","Zr","0.0595","0.00032"
"388","Ba","0.0363","0.00296"
"388","Mn","0.0269","0.00268"
"388","Rb","0.0072","0.00016"
"388","Zn","0.0069","0.00044"
"388","Sr","0.0058","0.00013"
"388","Ta","0.0050","0.00119"
"388","Nb","0.0045","0.00017"
"388","Cu","0.0044","0.00058"
"388","Pb","0.0036","0.00033"
"388","Th","0.0017","0.00018"
"388","Hg","0.0012","0.00036"
"389","Si","31.8913","0.03678"
"389","Al","8.1723","0.03787"
"389","Fe","3.6990","0.01457"
"389","K","1.4403","0.05135"
"389","Ti","1.0783","0.00282"
"389","P","0.3722","0.00657"
"389","Ca","0.3547","0.00165"
"389","V","0.2098","0.00137"
"389","Zr","0.0630","0.00036"
"389","Ba","0.0392","0.00309"
"389","Mn","0.0301","0.00283"
"389","Zn","0.0076","0.00049"
"389","Rb","0.0073","0.00017"
"389","Sr","0.0062","0.00015"
"389","Ni","0.0062","0.00080"
"389","Ta","0.0060","0.00126"
"389","Cu","0.0051","0.00062"
"389","Nb","0.0046","0.00018"
"389","Sb","0.0042","0.00107"
"389","Pb","0.0040","0.00037"
"389","Th","0.0020","0.00019"
"389","Hg","0.0013","0.00040"
"390","Si","32.4577","0.03665"
"390","Al","7.8188","0.03676"
"390","Fe","3.5866","0.01424"
"390","K","1.4587","0.05051"
"390","Ti","1.0413","0.00275"
"390","P","0.3345","0.00628"
"390","Ca","0.3315","0.00159"
"390","V","0.2157","0.00137"
"390","Zr","0.0618","0.00036"
"390","Ba","0.0305","0.00308"
"390","Mn","0.0215","0.00277"
"390","Rb","0.0071","0.00017"
"390","Zn","0.0071","0.00047"
"390","Sr","0.0060","0.00014"
"390","Cu","0.0052","0.00064"
"390","Nb","0.0045","0.00018"
"390","Pb","0.0037","0.00035"
"390","Ta","0.0032","0.00127"
"390","Th","0.0020","0.00019"
"390","Hg","0.0014","0.00039"
"390","As","0.0004","0.00017"
"391","Si","30.2567","0.03482"
"391","Al","11.5406","0.04122"
"391","Fe","1.5663","0.00910"
"391","Ti","1.4378","0.00306"
"391","K","1.3449","0.04729"
"391","Ca","0.3436","0.00154"
"391","V","0.2091","0.00129"
"391","Mg","0.1990","0.08763"
"391","P","0.1353","0.00475"
"391","Zr","0.0478","0.00028"
"391","Cr","0.0302","0.00436"
"391","Mn","0.0121","0.00234"
"391","Nb","0.0061","0.00017"
"391","Rb","0.0055","0.00014"
"391","Ta","0.0052","0.00113"
"391","Pb","0.0046","0.00033"
"391","Zn","0.0045","0.00039"
"391","Sr","0.0040","0.00011"
"391","Th","0.0013","0.00016"
"391","Cl","0.0000","0.00000"
"392","Si","30.0584","0.03462"
"392","Al","11.7935","0.04147"
"392","Fe","1.5348","0.00900"
"392","Ti","1.4558","0.00307"
"392","K","1.3709","0.04767"
"392","Ca","0.3590","0.00157"
"392","V","0.2026","0.00128"
"392","P","0.1369","0.00480"
"392","Zr","0.0472","0.00028"
"392","Cr","0.0351","0.00429"
"392","Ba","0.0230","0.00261"
"392","Mn","0.0158","0.00240"
"392","Nb","0.0065","0.00016"
"392","Rb","0.0055","0.00014"
"392","Zn","0.0046","0.00040"
"392","Pb","0.0045","0.00032"
"392","Sr","0.0037","0.00011"
"392","Ta","0.0036","0.00114"
"392","Co","0.0031","0.00104"
"392","Th","0.0015","0.00016"
"393","Si","30.0792","0.03440"
"393","Al","11.6833","0.04105"
"393","Fe","1.5788","0.00902"
"393","Ti","1.4580","0.00304"
"393","K","1.2701","0.04699"
"393","Ca","0.3497","0.00154"
"393","Mg","0.2859","0.08829"
"393","V","0.2045","0.00127"
"393","P","0.1255","0.00467"
"393","Zr","0.0462","0.00028"
"393","Ba","0.0225","0.00265"
"393","Mn","0.0161","0.00235"
"393","Nb","0.0062","0.00016"
"393","Rb","0.0059","0.00014"
"393","Ta","0.0049","0.00115"
"393","Zn","0.0048","0.00040"
"393","Pb","0.0047","0.00032"
"393","Sr","0.0040","0.00011"
"393","Th","0.0014","0.00016"
"394","Si","30.1320","0.03268"
"394","Al","9.3664","0.03623"
"394","Fe","4.2157","0.01398"
"394","Ca","1.4015","0.00275"
